X,Y,人口密度_n,道路密度_n,餐饮密度_n,竞品密度_n,final_score
121.47311741266591,31.23824359227818,0.8206882012602188,0.5286260519996384,1.0,0.8461538461538461,0.7714784807193636
121.45226984866562,31.22897291834405,0.8650301000210817,0.4783443199750248,0.8432475884244373,0.7692307692307692,0.7350879306089044
121.4732624904996,31.22922390954504,0.8650301000210817,0.317837198349573,0.9533762057877814,0.8461538461538461,0.7166538252862455
121.46305808838429,31.211059525119328,0.8650301000210817,0.49276998752280665,0.7194533762057878,0.7692307692307692,0.7146567884295092
121.47253644869555,31.274322190448324,1.0,0.40841909432925744,0.40514469453376206,1.0,0.7035546672055296
121.45241685328392,31.21995331098462,0.8650301000210817,0.4132701527018319,0.7813504823151125,0.6923076923076923,0.695493951512774
121.48318219522012,31.265426947609573,1.0,0.40450106981226325,0.32395498392282956,1.0,0.6861413177282448
121.48347068197052,31.24738756072671,0.9515588765782015,0.48103844777581783,0.2909967845659164,1.0,0.6831344418772092
121.4721000397302,31.301380999608675,1.0,0.5291039583718266,0.1197749196141479,1.0,0.6826861714343775
121.49368266767195,31.26555047691028,0.9971891030896441,0.4406326548329751,0.2427652733118971,1.0,0.6796184923481297
121.47340750312107,31.220204213540413,0.8206882012602188,0.47960052758791144,0.6454983922829582,0.7692307692307692,0.6781781941601295
121.49339591850872,31.283589897924646,1.0,0.493987955910159,0.0972668810289389,1.0,0.6676497629788355
121.45197564108068,31.247012093196645,0.8993230423274227,0.3959970022642,0.4115755627009646,1.0,0.660843430150422
121.47282706125924,31.256282917920505,1.0,0.4276256962909875,0.15755627009646303,1.0,0.6597989629065888
121.47268178763487,31.26530256082491,1.0,0.3770357751636488,0.22106109324758844,1.0,0.6573229511986124
121.48361482810965,31.238367847381955,0.8206882012602188,0.31528676418785784,0.6342443729903537,1.0,0.6497101843585157
121.43112840774769,31.237738006471343,0.8993230423274227,0.38089487245190073,0.3745980707395498,1.0,0.6489172928144492
121.46203510817404,31.274196901985768,1.0,0.3719115326846951,0.14067524115755628,1.0,0.6397085080369198
121.10736869601972,31.15219307461127,0.8361715584080954,0.5369833439790742,0.21945337620578778,1.0,0.6394543017981179
121.46188870519421,31.28321647410501,1.0,0.41882268863322836,0.05627009646302251,1.0,0.636900825882573
121.4828934490032,31.283466281401076,1.0,0.3254858805063759,0.18167202572347266,1.0,0.6339801692966073
121.48274897853092,31.292485928381637,1.0,0.30627307612474086,0.19935691318327975,1.0,0.6317533054740782
121.44162555955316,31.237865687694157,0.8993230423274227,0.4039431689926097,0.32395498392282956,0.8461538461538461,0.6303185490287025
121.45212277793983,31.23799251241552,0.8993230423274227,0.4370678220906247,0.19051446945337622,1.0,0.6289524574488318
121.48332647101583,31.25640726080337,0.786512379658476,0.4521170332539195,0.3842443729903537,1.0,0.627088936437637
121.46291214538547,31.220079190229807,0.8650301000210817,0.29533612138829207,0.45016077170418006,1.0,0.6246450307657564
121.46174223639923,31.29223603293024,1.0,0.3902489020160353,0.03617363344051447,1.0,0.6243093972929135
121.46130243486375,31.31929462961813,1.0,0.35644222376365214,0.07234726688102894,1.0,0.6214021205053014
121.46276613675268,31.22909884206299,0.8650301000210817,0.32230312108649445,0.4509646302250804,0.8461538461538461,0.6175112869947817
121.48419076502056,31.20228886136969,0.9154154271392096,0.42938775173704086,0.11254019292604502,1.0,0.6174905349620051
121.46144910126,31.31027511068919,1.0,0.3687095509430234,0.028938906752411574,1.0,0.6164006466333893
121.46159570176313,31.30125557845909,1.0,0.3829205529887709,0.02572347266881029,0.9230769230769231,0.6123285527380857
121.47355245055607,31.211184504266672,0.8206882012602188,0.43001406313177665,0.2733118971061093,1.0,0.6119418788648424
121.47297226959437,31.24726326173747,0.9472956829308286,0.3562822231502223,0.1680064308681672,0.9230769230769231,0.6117119185987239
121.47195443927342,31.310400576084252,1.0,0.3478023076965349,0.03054662379421222,1.0,0.6104500170678029
121.47239104441549,31.28334180678832,1.0,0.2825774498209608,0.11495176848874598,1.0,0.6077635886440375
121.47224557476895,31.292361409842574,1.0,0.326555604972391,0.08279742765273312,0.9230769230769231,0.6068338593299563
121.43127747126137,31.228718502270908,0.8993230423274227,0.3573698793677187,0.3135048231511254,0.7692307692307692,0.6065642222945866
121.44147742583908,31.246885223682607,0.8993230423274227,0.3922747177462327,0.27813504823151125,0.6923076923076923,0.6022694111319103
121.117854618552,31.152346807555862,0.8777259843995221,0.41387088150201173,0.13504823151125403,1.0,0.6022613045126631
121.4837589094587,31.229348120771512,0.8206882012602188,0.4057071356822046,0.28858520900321544,0.8461538461538461,0.5923198476247766
121.48303785455776,31.274446621142932,1.0,0.2785033145836445,0.07315112540192927,0.9230769230769231,0.5904889117631715
121.44014122192527,31.328060448743482,0.697453795882036,0.4368878695352078,0.4332797427652733,0.9230769230769231,0.5890115200741237
121.46320396577492,31.20203984673396,0.8650301000210817,0.3640283283293066,0.18810289389067525,0.9230769230769231,0.5851488095930522
121.48404687788867,31.21130862776297,0.8206882012602188,0.35288098650402067,0.22909967845659163,1.0,0.5799595121466121
121.44103262494718,31.273943751832,0.697453795882036,0.6138520154688871,0.06832797427652733,1.0,0.576802717848786
121.46262006246005,31.238118480616464,0.8206882012602188,0.35147848001770515,0.2990353697749196,0.7692307692307692,0.57044897538746
121.430382084216,31.28283532781981,0.697453795882036,0.5500107896519196,0.12138263665594855,1.0,0.5682612825795801
121.48390292604324,31.220328380897726,0.8206882012602188,0.3831087034311003,0.16318327974276528,0.9230769230769231,0.568152239789663
121.10718940470943,31.161211139887012,0.8361715584080954,0.3737757244822906,0.0819935691318328,1.0,0.5630000545342919
121.45153383344173,31.27407075577405,0.697453795882036,0.39471017794367586,0.30787781350482313,1.0,0.5589701344368818
121.41013430567148,31.23748007459785,0.5778735564873159,0.39834057583033383,0.5337620578778135,1.0,0.5574040069195892
121.40952940137457,31.273557593814527,0.5778735564873159,0.4977588695022304,0.342443729903537,1.0,0.5489658294263029
121.41972954581982,31.291725941925463,0.697453795882036,0.5159198733926081,0.0747588424437299,1.0,0.5487092488593428
121.45079616227385,31.319168260706444,0.697453795882036,0.4664806859255882,0.12138263665594855,1.0,0.5432022514616807
121.37848954882332,31.24610601439073,0.5778735564873159,0.5471569200778612,0.2741157556270096,0.9230769230769231,0.542427342051379
121.46247392248173,31.247138105887874,0.697453795882036,0.3565214896542412,0.31189710610932475,0.9230769230769231,0.5406250787786441
121.44132922551756,31.25590474637,0.697453795882036,0.4592045021060699,0.10932475884244373,1.0,0.5386078207531242
121.0967025709128,31.161056499156267,0.7933756529479281,0.3925379154703565,0.016881028938906754,1.0,0.5384878416080596
121.4000933087795,31.21029168261818,0.4417558736033356,0.43832355121692984,0.7282958199356914,0.8461538461538461,0.5384739634089362
121.45064842903956,31.328187721766948,0.697453795882036,0.47444886691339694,0.08520900321543408,1.0,0.5383579790699203
121.45182843806197,31.25603166068504,0.697453795882036,0.3836009855516664,0.21543408360128619,1.0,0.5371486307385716
121.44088422464584,31.282963234601816,0.697453795882036,0.3961188604336581,0.19212218649517684,1.0,0.5362416137819472
121.4297838166486,31.318912945170183,0.6877562015413085,0.4943114814632888,0.06109324758842444,1.0,0.5356145745731948
121.10754790671541,31.143174995763975,0.8202197184418262,0.31394947630353554,0.0594855305466238,1.0,0.5341698363771159
121.41988001094737,31.282706563043014,0.697453795882036,0.43017709766766676,0.12620578778135047,1.0,0.5332758052093846
121.42993348437487,31.309893560819535,0.6932140263755827,0.4995351516010133,0.028135048231511254,1.0,0.5327731656768393
121.35749413939921,31.245839424252466,0.5778735564873159,0.594349854453765,0.1157556270096463,1.0,0.5326055043329851
121.51411804128792,31.301874097261177,0.5122391136305076,0.39362559582827855,0.5787781350482315,0.9230769230769231,0.5310466435180252
121.44043862336152,31.310021603037857,0.697453795882036,0.41922392922055524,0.1310289389067524,1.0,0.5309544849003315
121.11767631915232,31.16136492720489,0.8361715584080954,0.2860906677473779,0.04340836012861737,1.0,0.528977495713175
121.4402899560523,31.319041032550782,0.697453795882036,0.4297546839816793,0.1045016077170418,1.0,0.5288082450907265
121.36799180923995,31.24597314765533,0.5778735564873159,0.6112072872565905,0.058681672025723476,1.0,0.5262479431770483
121.43023261813208,31.291854752141962,0.697453795882036,0.4515134792271439,0.05305466237942122,1.0,0.5250464945968418
121.44177362668594,31.22884613840704,0.4840832962451102,0.45844577766541783,0.9686495176848875,0.0,0.524896955334647
121.12816331379572,31.161517861086978,0.7954369773488558,0.3472774941682235,0.00964630225080386,1.0,0.5242872996401702
121.43008308486051,31.300874163142662,0.697453795882036,0.4661595381374729,0.021704180064308683,1.0,0.523170215806918
121.50361344434323,31.301752110926927,0.5122391136305076,0.4787438867924591,0.3665594855305466,1.0,0.5218307085960501
121.49425539318236,31.22947147572382,0.8206882012602188,0.23662402019770817,0.1495176848874598,0.9230769230769231,0.5214737158485843
121.09652220663149,31.170074496172862,0.9542995010657984,0.11779073632732515,0.01045016077170418,1.0,0.5191470534788577
121.37818111233852,31.264144496096936,0.5778735564873159,0.585780394384669,0.05707395498392283,1.0,0.5182983319071116
121.46232771679188,31.25615771787482,0.697453795882036,0.31011636447552,0.22106109324758844,1.0,0.5162286463449881
121.5152485531326,31.229715616732374,0.43772692136515895,0.4876727429706296,0.5401929260450161,0.8461538461538461,0.5140465612616403
121.35765024699364,31.236820257490468,0.5778735564873159,0.5538798321124325,0.06832797427652733,1.0,0.5109789670839615
121.37833536524198,31.255125261921158,0.5778735564873159,0.5608357291808266,0.04501607717041801,1.0,0.508403356783258
121.43187305555335,31.192640352446638,0.4840832962451102,0.476993550542164,0.4332797427652733,0.8461538461538461,0.5080027168291327
121.4206313229712,31.23760946876617,0.5778735564873159,0.43025618031068735,0.2347266881028939,1.0,0.5071716143087114
121.45168116885765,31.265051214878287,0.697453795882036,0.3253875639623409,0.14630225080385853,1.0,0.5058582377022884
121.45094382913963,31.31014878633409,0.697453795882036,0.339844733264474,0.12218649517684887,1.0,0.5053722373675265
121.37864366310987,31.237086753508052,0.5778735564873159,0.46414742631988837,0.1720257234726688,1.0,0.5047987951854266
121.44118095856236,31.26492425575392,0.697453795882036,0.32804968913796645,0.1342443729903537,1.0,0.504245299692275
121.44058722387932,31.301002160207144,0.697453795882036,0.3573247660806413,0.08681672025723473,1.0,0.5035422922284538
121.36814692019415,31.23695393368185,0.5778735564873159,0.5059392314649239,0.09083601286173633,1.0,0.5010983946067508
121.3996373562962,31.237349823985728,0.5778735564873159,0.5130218034463015,0.11254019292604502,0.9230769230769231,0.4998716945217181
121.3889873577015,31.246238024438767,0.5778735564873159,0.5213927738507967,0.06109324758842444,1.0,0.4997859042678503
121.47369733283008,31.20216478172625,0.6371600571549039,0.30088034324030827,0.30305466237942125,0.9230769230769231,0.4980467506176306
121.43068081492694,31.26479643922077,0.5778735564873159,0.471777986459249,0.12459807073954984,1.0,0.497602432680611
121.46218144536459,31.265177316574913,0.697453795882036,0.285789455300455,0.16318327974276528,1.0,0.4973550108915039
121.3891404752931,31.23721871694927,0.5778735564873159,0.46911271825961826,0.16157556270096463,0.9230769230769231,0.49650604292069705
121.3581181489104,31.209762677010502,0.4417558736033356,0.6654261730345322,0.10048231511254019,1.0,0.496426664374202
121.57863451204166,31.203367084445233,0.5020964606123071,0.6128751418569722,0.05787781350482315,1.0,0.4962766895029791
121.38868091595027,31.26427659938468,0.5778735564873159,0.5133971794744431,0.05064308681672026,1.0,0.49529719380060333
121.42003040846512,31.27368717083305,0.5778735564873159,0.4517244897822133,0.14067524115755628,1.0,0.49480181776110155
121.52434143897402,31.3200347979147,0.5122391136305076,0.5422544482775002,0.1270096463022508,1.0,0.4929739091959032
